URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
52,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,0.095,0.082,0.9979,0.9979,20.38974358974359,28.948692152917506,19.73537429706444,20.38974358974359,1151,3976,1.5724346076458753,0,4.361670020120724
53,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,0.068,0.041,0.9859,0.9859,23.44578313253012,32.27132579650565,22.286843571614313,23.44578313253012,628,1946,1.7014388489208634,1,4.629496402877698
54,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,0.077,0.068,0.8787,0.8787,28.183333333333334,39.97634535777647,27.263871476443924,28.183333333333334,676,1691,1.8373743347131875,0,5.014192785334122
55,https://insights.blackcoffer.com/human-rights-outlook/,0.084,0.014,0.9022,0.9022,20.88888888888889,27.127659574468083,19.20661938534279,20.88888888888889,51,188,1.5904255319148937,0,4.303191489361702
56,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,0.146,0.008,0.9992,0.9992,24.659574468085108,27.0060396893874,20.666245662989002,24.659574468085108,313,1159,1.5591026747195857,1,4.223468507333909
57,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,0.096,0.048,0.9984,0.9984,16.933333333333334,28.74015748031496,18.26939632545932,16.933333333333334,584,2032,1.6200787401574803,0,4.518208661417323
58,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,0.161,0.017,0.9998,0.9998,21.585106382978722,31.69048792508625,21.31023772322599,21.585106382978722,643,2029,1.6500739280433712,1,4.516017742730409
59,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,0.106,0.072,0.9897,0.9897,25.425531914893618,33.13807531380753,23.42544289148046,25.425531914893618,396,1195,1.6435146443514643,0,4.5849372384937235
60,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,0.067,0.074,-0.69,-0.69,31.34375,37.188434695912264,27.412873878364906,31.34375,746,2006,1.7731804586241275,0,4.818544366899302
61,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,0.09,0.11,-0.9748,-0.9748,21.03846153846154,33.180987202925046,21.687779496554636,21.03846153846154,363,1094,1.6727605118829982,2,4.562157221206581
62,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,0.128,0.111,0.905,0.905,18.243243243243242,29.40740740740741,19.06026026026026,18.243243243243242,397,1350,1.6155555555555556,1,4.417777777777777
63,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,0.118,0.063,0.9969,0.9969,30.842105263157894,32.84982935153584,25.476773845877496,30.842105263157894,385,1172,1.704778156996587,0,4.724402730375426
64,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,0.087,0.124,-0.9948,-0.9948,24.89830508474576,33.424098025867934,23.328961244245477,24.89830508474576,491,1469,1.7372362151123213,0,4.682096664397549
65,https://insights.blackcoffer.com/travel-and-tourism-outlook/,0.117,0.015,0.9739,0.9739,19.09090909090909,23.809523809523807,17.16017316017316,19.09090909090909,50,210,1.4904761904761905,0,4.109523809523809
66,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,0.098,0.135,-0.9952,-0.9952,20.65,30.912025827280065,20.624810330912027,20.65,383,1239,1.6150121065375302,0,4.378531073446328
67,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,0.076,0.1,-0.9325,-0.9325,20.742857142857144,31.68044077134986,20.969319165682805,20.742857142857144,230,726,1.6584022038567494,0,4.479338842975206
68,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,0.074,0.151,-0.9986,-0.9986,24.3,38.10699588477367,24.962798353909466,24.3,463,1215,1.7851851851851852,0,4.940740740740741
69,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,0.098,0.097,-0.3939,-0.3939,31.736842105263158,27.52902155887231,23.706345465654188,31.736842105263158,332,1206,1.5497512437810945,0,4.312603648424544
70,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0.104,0.019,0.9835,0.9835,20.681818181818183,38.681318681318686,23.74525474525475,20.681818181818183,176,455,1.756043956043956,0,4.848351648351648
71,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,0.139,0.033,0.9952,0.9952,20.96969696969697,30.20231213872832,20.468803643370116,20.96969696969697,209,692,1.5592485549132948,2,4.28757225433526
72,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,0.098,0.124,-0.9909,-0.9909,37.1875,35.63025210084034,29.127100840336137,37.1875,424,1190,1.7394957983193278,1,4.778991596638655
73,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,0.112,0.102,0.8452,0.8452,25.741935483870968,21.428571428571427,18.868202764976957,25.741935483870968,171,798,1.4223057644110275,11,3.8959899749373434
74,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,0.046,0.134,-0.9986,-0.9986,25.21276595744681,35.0210970464135,24.093545201544124,25.21276595744681,415,1185,1.6919831223628692,0,4.712236286919831
75,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,0.071,0.13,-0.9974,-0.9974,22.192307692307693,36.56845753899481,23.504306092521002,22.192307692307693,422,1154,1.7253032928942809,0,4.818890814558059
76,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,0.104,0.109,-0.9095,-0.9095,21.867924528301888,35.202761000862814,22.828274211665885,21.867924528301888,408,1159,1.721311475409836,0,4.7989646246764455
77,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,0.088,0.09,-0.7517,-0.7517,26.163636363636364,33.56497567755385,23.89144481647609,26.163636363636364,483,1439,1.6886726893676165,2,4.531619179986102
78,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,0.127,0.106,0.9864,0.9864,24.7,31.289762868710234,22.395905147484093,24.7,541,1729,1.6171197223828804,0,4.484094852515905
79,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,0.095,0.06,0.9973,0.9973,26.55263157894737,34.39048562933598,24.37724688331334,26.55263157894737,694,2018,1.7066402378592667,1,4.655599603567889
80,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,0.087,0.094,-0.016,-0.016,83.0909090909091,21.00656455142232,41.63898945693256,83.0909090909091,192,914,1.4452954048140043,16,4.152078774617068
81,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,0.1,0.131,-0.9975,-0.9975,29.77027027027027,35.17930095324557,25.97982848940634,29.77027027027027,775,2203,1.710848842487517,0,4.7893781207444395
82,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,0.133,0.098,0.9964,0.9964,17.825,25.596072931276296,17.36842917251052,17.825,365,1426,1.4950911640953717,1,4.132538569424965
83,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,0.067,0.088,-0.8837,-0.8837,23.875,40.575916230366495,25.780366492146598,23.875,155,382,1.8272251308900525,0,4.93717277486911
84,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,0.08,0.136,-0.9995,-0.9995,27.136363636363637,35.25963149078727,24.958398050860367,27.136363636363637,842,2388,1.719430485762144,1,4.793132328308208
85,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,0.137,0.116,0.9946,0.9946,26.984375,24.088013896931095,20.42895555877244,26.984375,416,1727,1.4956572090330051,32,4.225825130283729
86,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,0.089,0.116,-0.9952,-0.9952,22.930232558139537,32.200811359026375,22.052417566866367,22.930232558139537,635,1972,1.6490872210953347,7,4.463488843813387
87,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,0.12,0.11,0.9864,0.9864,26.866666666666667,33.79652605459057,24.2652770885029,26.866666666666667,681,2015,1.6511166253101737,0,4.595037220843673
88,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,0.111,0.111,0.552,0.552,28.897435897435898,38.42058562555457,26.927208609196192,28.897435897435898,866,2254,1.7417923691215618,0,4.82564330079858
89,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,0.099,0.033,0.999,0.999,32.296875,33.236574746008706,26.21337989840348,32.296875,687,2067,1.741654571843251,0,4.700532172230285
90,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,0.057,0.107,-0.9949,-0.9949,28.78787878787879,34.10526315789474,25.157256778309414,28.78787878787879,324,950,1.6778947368421053,1,4.583157894736842
91,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,0.081,0.124,-0.996,-0.996,25.82857142857143,37.00221238938053,25.132313527180784,25.82857142857143,669,1808,1.7383849557522124,2,4.7472345132743365
92,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,0.16,0.07,0.9986,0.9986,18.918032786885245,28.509532062391678,18.971025939710767,18.918032786885245,329,1154,1.5883882149046793,0,4.308492201039861
93,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,0.027,0.049,-0.9099,-0.9099,24.405405405405407,35.76965669988926,24.07002484211787,24.405405405405407,323,903,1.769656699889258,1,4.827242524916944
94,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,0.065,0.104,-0.9947,-0.9947,37.74,38.47376788553259,30.48550715421304,37.74,726,1887,1.7435082140964493,1,4.7270800211976685
95,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,0.12,0.024,0.9991,0.9991,28.014285714285716,36.40999490056094,25.769712245938663,28.014285714285716,714,1961,1.747577766445691,0,4.773074961754207
96,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,0.089,0.059,0.9883,0.9883,26.779661016949152,30.69620253164557,22.99034541943789,26.779661016949152,485,1580,1.6943037974683544,3,4.639240506329114
97,https://insights.blackcoffer.com/continued-demand-for-sustainability/,0.143,0.081,0.9946,0.9946,25.9375,41.445783132530124,26.953313253012052,25.9375,516,1245,1.9558232931726907,0,5.240160642570281
98,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,0.129,0.096,0.9282,0.9282,28.066666666666666,40.61757719714964,27.473697545526523,28.066666666666666,171,421,1.8598574821852731,0,5.007125890736342
99,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,0.093,0.066,0.6521,0.6521,25.785714285714285,26.038781163434905,20.729798179659678,25.785714285714285,94,361,1.4875346260387812,6,4.06371191135734
100,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0.062,0.093,-0.9342,-0.9342,22.0,27.27272727272727,19.709090909090907,22.0,120,440,1.6590909090909092,5,4.340909090909091
101,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,0.028,0.088,-0.9336,-0.9336,37.42857142857143,27.86259541984733,26.116466739367503,37.42857142857143,73,262,1.5954198473282444,0,4.309160305343512
102,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,0.051,0.122,-0.9543,-0.9543,20.357142857142858,30.87719298245614,20.4937343358396,20.357142857142858,88,285,1.6842105263157894,1,4.491228070175438
103,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,0.213,0.046,0.9986,0.9986,20.529411764705884,38.825214899713465,23.741850665767743,20.529411764705884,271,698,1.8638968481375358,0,4.991404011461318
104,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,0.045,0.134,-0.9985,-0.9985,27.357142857142858,32.89817232375979,24.10212607236106,27.357142857142858,378,1149,1.6649260226283724,0,4.618798955613577
105,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,0.082,0.126,-0.9944,-0.9944,28.487179487179485,29.612961296129615,23.24005631332364,28.487179487179485,329,1111,1.5913591359135915,0,4.401440144014401
106,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,0.087,0.069,0.9875,0.9875,26.866666666666667,35.18610421836229,24.821108354011585,26.866666666666667,709,2015,1.7320099255583126,0,4.714143920595533
107,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,0.112,0.088,0.9734,0.9734,19.285714285714285,34.51851851851852,21.521693121693122,19.285714285714285,233,675,1.7318518518518518,0,4.72
109,https://insights.blackcoffer.com/blockchain-in-fintech/,0.076,0.034,0.9877,0.9877,27.83783783783784,33.980582524271846,24.727368144843876,27.83783783783784,350,1030,1.6864077669902913,0,4.807766990291262
110,https://insights.blackcoffer.com/blockchain-for-payments/,0.129,0.051,0.9973,0.9973,20.6734693877551,37.018756169792695,23.07689022301912,20.6734693877551,375,1013,1.7591312931885488,11,4.950641658440277
111,https://insights.blackcoffer.com/the-future-of-investing/,0.109,0.023,0.9993,0.9993,25.753623188405797,34.44006752954418,24.07747628717999,25.753623188405797,612,1777,1.702870005627462,0,4.633089476646033
112,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,0.091,0.092,-0.9301,-0.9301,19.636363636363637,35.80246913580247,22.175533108866446,19.636363636363637,464,1296,1.7492283950617284,1,4.658179012345679
113,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,0.167,0.004,0.9989,0.9989,26.64516129032258,41.28329297820823,27.171381707412326,26.64516129032258,341,826,1.9164648910411621,0,5.237288135593221
114,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,0.186,0.082,0.999,0.999,17.424242424242426,32.17391304347826,19.839262187088277,17.424242424242426,370,1150,1.7504347826086957,2,4.67304347826087
